file,shape,n1,n2,ratio,1/ratio,area_n1,area_n2,area_ratio,per_n1,per_n2,per_ratio
circle__9_greaterthan_7_9_area_S1.png, circle,7,9,0.78,1.29,13824,13824,1,1060,1208,0.88
circle__9_greaterthan_7_9_area_S2.png, circle,7,9,0.78,1.29,13824,13824,1,1060,1208,0.88
circle__9_lessthan_8_1_area_S1.png, circle,8,1,8,0.13,13824,13824,1,1113,416,2.68
circle__9_lessthan_8_1_area_S2.png, circle,8,1,8,0.13,13824,13824,1,1113,416,2.68
circle__9_lessthan_8_2_area_S1.png, circle,8,2,4,0.25,13824,13824,1,1132,571,1.98
circle__9_lessthan_8_2_area_S2.png, circle,8,2,4,0.25,13824,13824,1,1132,571,1.98
circle__9_lessthan_8_3_area_S1.png, circle,8,3,2.67,0.38,13824,13824,1,1143,682,1.68
circle__9_lessthan_8_3_area_S2.png, circle,8,3,2.67,0.38,13824,13824,1,1143,682,1.68
circle__9_lessthan_8_4_area_S1.png, circle,8,4,2,0.5,13824,13824,1,1123,814,1.38
circle__9_lessthan_8_4_area_S2.png, circle,8,4,2,0.5,13824,13824,1,1123,814,1.38
circle__9_lessthan_8_5_area_S1.png, circle,8,5,1.6,0.63,13824,13824,1,1121,896,1.25
circle__9_lessthan_8_5_area_S2.png, circle,8,5,1.6,0.63,13824,13824,1,1121,896,1.25
circle__9_lessthan_8_6_area_S1.png, circle,8,6,1.33,0.75,13824,13824,1,1130,976,1.16
circle__9_lessthan_8_6_area_S2.png, circle,8,6,1.33,0.75,13824,13824,1,1130,976,1.16
circle__9_lessthan_8_7_area_S1.png, circle,8,7,1.14,0.88,13824,13824,1,1148,1055,1.09
circle__9_lessthan_8_7_area_S2.png, circle,8,7,1.14,0.88,13824,13824,1,1148,1055,1.09
circle__9_equal_8_8_area_S1.png, circle,8,8,1,1,13824,13824,1,1140,1102,1.03
circle__9_equal_8_8_area_S2.png, circle,8,8,1,1,13824,13824,1,1140,1102,1.03
circle__9_greaterthan_8_9_area_S1.png, circle,8,9,0.89,1.13,13824,13824,1,1113,1187,0.94
circle__9_greaterthan_8_9_area_S2.png, circle,8,9,0.89,1.13,13824,13824,1,1113,1187,0.94
circle__9_lessthan_9_1_area_S1.png, circle,9,1,9,0.11,13824,13824,1,1197,416,2.88
circle__9_lessthan_9_1_area_S2.png, circle,9,1,9,0.11,13824,13824,1,1197,416,2.88
circle__9_lessthan_9_2_area_S1.png, circle,9,2,4.5,0.22,13824,13824,1,1202,534,2.25
circle__9_lessthan_9_2_area_S2.png, circle,9,2,4.5,0.22,13824,13824,1,1202,534,2.25
circle__9_lessthan_9_3_area_S1.png, circle,9,3,3,0.33,13824,13824,1,1187,706,1.68
circle__9_lessthan_9_3_area_S2.png, circle,9,3,3,0.33,13824,13824,1,1187,706,1.68
circle__9_lessthan_9_4_area_S1.png, circle,9,4,2.25,0.44,13824,13824,1,1210,791,1.53
circle__9_lessthan_9_4_area_S2.png, circle,9,4,2.25,0.44,13824,13824,1,1210,791,1.53
circle__9_lessthan_9_5_area_S1.png, circle,9,5,1.8,0.56,13824,13824,1,1193,887,1.34
circle__9_lessthan_9_5_area_S2.png, circle,9,5,1.8,0.56,13824,13824,1,1193,887,1.34
circle__9_lessthan_9_6_area_S1.png, circle,9,6,1.5,0.67,13824,13824,1,1186,979,1.21
circle__9_lessthan_9_6_area_S2.png, circle,9,6,1.5,0.67,13824,13824,1,1186,979,1.21
circle__9_lessthan_9_7_area_S1.png, circle,9,7,1.29,0.78,13824,13824,1,1188,1058,1.12
circle__9_lessthan_9_7_area_S2.png, circle,9,7,1.29,0.78,13824,13824,1,1188,1058,1.12
circle__9_lessthan_9_8_area_S1.png, circle,9,8,1.13,0.89,13824,13824,1,1205,1140,1.06
circle__9_lessthan_9_8_area_S2.png, circle,9,8,1.13,0.89,13824,13824,1,1205,1140,1.06
circle__9_equal_9_9_area_S1.png, circle,9,9,1,1,13824,13824,1,1205,1224,0.98
circle__9_equal_9_9_area_S2.png, circle,9,9,1,1,13824,13824,1,1205,1224,0.98
circle__10_equal_1_1_area_S1.png, circle,1,1,1,1,13824,13824,1,416,416,1
circle__10_greaterthan_1_2_area_S1.png, circle,1,2,0.5,2,13824,13824,1,416,567,0.73
circle__10_greaterthan_1_2_area_S2.png, circle,1,2,0.5,2,13824,13824,1,416,567,0.73
circle__10_greaterthan_1_3_area_S1.png, circle,1,3,0.33,3,13824,13824,1,416,707,0.59
circle__10_greaterthan_1_3_area_S2.png, circle,1,3,0.33,3,13824,13824,1,416,707,0.59
circle__10_greaterthan_1_4_area_S1.png, circle,1,4,0.25,4,13824,13824,1,416,806,0.52
circle__10_greaterthan_1_4_area_S2.png, circle,1,4,0.25,4,13824,13824,1,416,806,0.52
circle__10_greaterthan_1_5_area_S1.png, circle,1,5,0.2,5,13824,13824,1,416,904,0.46
circle__10_greaterthan_1_5_area_S2.png, circle,1,5,0.2,5,13824,13824,1,416,904,0.46
circle__10_greaterthan_1_6_area_S1.png, circle,1,6,0.17,6,13824,13824,1,416,984,0.42
circle__10_greaterthan_1_6_area_S2.png, circle,1,6,0.17,6,13824,13824,1,416,984,0.42
circle__10_greaterthan_1_7_area_S1.png, circle,1,7,0.14,7,13824,13824,1,416,1055,0.39
circle__10_greaterthan_1_7_area_S2.png, circle,1,7,0.14,7,13824,13824,1,416,1055,0.39
circle__10_greaterthan_1_8_area_S1.png, circle,1,8,0.13,8,13824,13824,1,416,1138,0.37
circle__10_greaterthan_1_8_area_S2.png, circle,1,8,0.13,8,13824,13824,1,416,1138,0.37
circle__10_greaterthan_1_9_area_S1.png, circle,1,9,0.11,9,13824,13824,1,416,1225,0.34
circle__10_greaterthan_1_9_area_S2.png, circle,1,9,0.11,9,13824,13824,1,416,1225,0.34
circle__10_lessthan_2_1_area_S1.png, circle,2,1,2,0.5,13824,13824,1,579,416,1.39
circle__10_lessthan_2_1_area_S2.png, circle,2,1,2,0.5,13824,13824,1,579,416,1.39
circle__10_equal_2_2_area_S1.png, circle,2,2,1,1,13824,13824,1,578,556,1.04
circle__10_equal_2_2_area_S2.png, circle,2,2,1,1,13824,13824,1,578,556,1.04
circle__10_greaterthan_2_3_area_S1.png, circle,2,3,0.67,1.5,13824,13824,1,567,704,0.81
circle__10_greaterthan_2_3_area_S2.png, circle,2,3,0.67,1.5,13824,13824,1,567,704,0.81
circle__10_greaterthan_2_4_area_S1.png, circle,2,4,0.5,2,13824,13824,1,533,801,0.67
circle__10_greaterthan_2_4_area_S2.png, circle,2,4,0.5,2,13824,13824,1,533,801,0.67
circle__10_greaterthan_2_5_area_S1.png, circle,2,5,0.4,2.5,13824,13824,1,549,892,0.62
circle__10_greaterthan_2_5_area_S2.png, circle,2,5,0.4,2.5,13824,13824,1,549,892,0.62
circle__10_greaterthan_2_6_area_S1.png, circle,2,6,0.33,3,13824,13824,1,568,988,0.57
circle__10_greaterthan_2_6_area_S2.png, circle,2,6,0.33,3,13824,13824,1,568,988,0.57
circle__10_greaterthan_2_7_area_S1.png, circle,2,7,0.29,3.5,13824,13824,1,585,1049,0.56
circle__10_greaterthan_2_7_area_S2.png, circle,2,7,0.29,3.5,13824,13824,1,585,1049,0.56
circle__10_greaterthan_2_8_area_S1.png, circle,2,8,0.25,4,13824,13824,1,578,1138,0.51
circle__10_greaterthan_2_8_area_S2.png, circle,2,8,0.25,4,13824,13824,1,578,1138,0.51
circle__10_greaterthan_2_9_area_S1.png, circle,2,9,0.22,4.5,13824,13824,1,580,1197,0.48
circle__10_greaterthan_2_9_area_S2.png, circle,2,9,0.22,4.5,13824,13824,1,580,1197,0.48
circle__10_lessthan_3_1_area_S1.png, circle,3,1,3,0.33,13824,13824,1,709,416,1.7
circle__10_lessthan_3_1_area_S2.png, circle,3,1,3,0.33,13824,13824,1,709,416,1.7
circle__10_lessthan_3_2_area_S1.png, circle,3,2,1.5,0.67,13824,13824,1,696,549,1.27
circle__10_lessthan_3_2_area_S2.png, circle,3,2,1.5,0.67,13824,13824,1,696,549,1.27
circle__10_equal_3_3_area_S1.png, circle,3,3,1,1,13824,13824,1,685,702,0.98
circle__10_equal_3_3_area_S2.png, circle,3,3,1,1,13824,13824,1,685,702,0.98
circle__10_greaterthan_3_4_area_S1.png, circle,3,4,0.75,1.33,13824,13824,1,708,792,0.89
circle__10_greaterthan_3_4_area_S2.png, circle,3,4,0.75,1.33,13824,13824,1,708,792,0.89
circle__10_greaterthan_3_5_area_S1.png, circle,3,5,0.6,1.67,13824,13824,1,704,893,0.79
circle__10_greaterthan_3_5_area_S2.png, circle,3,5,0.6,1.67,13824,13824,1,704,893,0.79
circle__10_greaterthan_3_6_area_S1.png, circle,3,6,0.5,2,13824,13824,1,709,995,0.71
circle__10_greaterthan_3_6_area_S2.png, circle,3,6,0.5,2,13824,13824,1,709,995,0.71
circle__10_greaterthan_3_7_area_S1.png, circle,3,7,0.43,2.33,13824,13824,1,687,1068,0.64
circle__10_greaterthan_3_7_area_S2.png, circle,3,7,0.43,2.33,13824,13824,1,687,1068,0.64
circle__10_greaterthan_3_8_area_S1.png, circle,3,8,0.38,2.67,13824,13824,1,702,1137,0.62
circle__10_greaterthan_3_8_area_S2.png, circle,3,8,0.38,2.67,13824,13824,1,702,1137,0.62
circle__10_greaterthan_3_9_area_S1.png, circle,3,9,0.33,3,13824,13824,1,704,1213,0.58
circle__10_greaterthan_3_9_area_S2.png, circle,3,9,0.33,3,13824,13824,1,704,1213,0.58
circle__10_lessthan_4_1_area_S1.png, circle,4,1,4,0.25,13824,13824,1,800,416,1.92
circle__10_lessthan_4_1_area_S2.png, circle,4,1,4,0.25,13824,13824,1,800,416,1.92
circle__10_lessthan_4_2_area_S1.png, circle,4,2,2,0.5,13824,13824,1,808,573,1.41
circle__10_lessthan_4_2_area_S2.png, circle,4,2,2,0.5,13824,13824,1,808,573,1.41
circle__10_lessthan_4_3_area_S1.png, circle,4,3,1.33,0.75,13824,13824,1,801,694,1.15
circle__10_lessthan_4_3_area_S2.png, circle,4,3,1.33,0.75,13824,13824,1,801,694,1.15
circle__10_equal_4_4_area_S1.png, circle,4,4,1,1,13824,13824,1,816,797,1.02
circle__10_equal_4_4_area_S2.png, circle,4,4,1,1,13824,13824,1,816,797,1.02
circle__10_greaterthan_4_5_area_S1.png, circle,4,5,0.8,1.25,13824,13824,1,801,880,0.91
circle__10_greaterthan_4_5_area_S2.png, circle,4,5,0.8,1.25,13824,13824,1,801,880,0.91
circle__10_greaterthan_4_6_area_S1.png, circle,4,6,0.67,1.5,13824,13824,1,801,988,0.81
circle__10_greaterthan_4_6_area_S2.png, circle,4,6,0.67,1.5,13824,13824,1,801,988,0.81
circle__10_greaterthan_4_7_area_S1.png, circle,4,7,0.57,1.75,13824,13824,1,798,1050,0.76
circle__10_greaterthan_4_7_area_S2.png, circle,4,7,0.57,1.75,13824,13824,1,798,1050,0.76
circle__10_greaterthan_4_8_area_S1.png, circle,4,8,0.5,2,13824,13824,1,794,1141,0.7
circle__10_greaterthan_4_8_area_S2.png, circle,4,8,0.5,2,13824,13824,1,794,1141,0.7
circle__10_greaterthan_4_9_area_S1.png, circle,4,9,0.44,2.25,13824,13824,1,787,1195,0.66
circle__10_greaterthan_4_9_area_S2.png, circle,4,9,0.44,2.25,13824,13824,1,787,1195,0.66
circle__10_lessthan_5_1_area_S1.png, circle,5,1,5,0.2,13824,13824,1,897,416,2.16
circle__10_lessthan_5_1_area_S2.png, circle,5,1,5,0.2,13824,13824,1,897,416,2.16
circle__10_lessthan_5_2_area_S1.png, circle,5,2,2.5,0.4,13824,13824,1,906,573,1.58
circle__10_lessthan_5_2_area_S2.png, circle,5,2,2.5,0.4,13824,13824,1,906,573,1.58
circle__10_lessthan_5_3_area_S1.png, circle,5,3,1.67,0.6,13824,13824,1,907,710,1.28
circle__10_lessthan_5_3_area_S2.png, circle,5,3,1.67,0.6,13824,13824,1,907,710,1.28
circle__10_lessthan_5_4_area_S1.png, circle,5,4,1.25,0.8,13824,13824,1,906,818,1.11
circle__10_lessthan_5_4_area_S2.png, circle,5,4,1.25,0.8,13824,13824,1,906,818,1.11
circle__10_equal_5_5_area_S1.png, circle,5,5,1,1,13824,13824,1,895,897,1
circle__10_equal_5_5_area_S2.png, circle,5,5,1,1,13824,13824,1,895,897,1
circle__10_greaterthan_5_6_area_S1.png, circle,5,6,0.83,1.2,13824,13824,1,907,986,0.92
circle__10_greaterthan_5_6_area_S2.png, circle,5,6,0.83,1.2,13824,13824,1,907,986,0.92
circle__10_greaterthan_5_7_area_S1.png, circle,5,7,0.71,1.4,13824,13824,1,914,1055,0.87
circle__10_greaterthan_5_7_area_S2.png, circle,5,7,0.71,1.4,13824,13824,1,914,1055,0.87
circle__10_greaterthan_5_8_area_S1.png, circle,5,8,0.63,1.6,13824,13824,1,908,1142,0.8
circle__10_greaterthan_5_8_area_S2.png, circle,5,8,0.63,1.6,13824,13824,1,908,1142,0.8
circle__10_greaterthan_5_9_area_S1.png, circle,5,9,0.56,1.8,13824,13824,1,899,1202,0.75
circle__10_greaterthan_5_9_area_S2.png, circle,5,9,0.56,1.8,13824,13824,1,899,1202,0.75
circle__10_lessthan_6_1_area_S1.png, circle,6,1,6,0.17,13824,13824,1,981,416,2.36
circle__10_lessthan_6_1_area_S2.png, circle,6,1,6,0.17,13824,13824,1,981,416,2.36
circle__10_lessthan_6_2_area_S1.png, circle,6,2,3,0.33,13824,13824,1,976,576,1.69
circle__10_lessthan_6_2_area_S2.png, circle,6,2,3,0.33,13824,13824,1,976,576,1.69
circle__10_lessthan_6_3_area_S1.png, circle,6,3,2,0.5,13824,13824,1,976,704,1.39
circle__10_lessthan_6_3_area_S2.png, circle,6,3,2,0.5,13824,13824,1,976,704,1.39
circle__10_lessthan_6_4_area_S1.png, circle,6,4,1.5,0.67,13824,13824,1,977,814,1.2
circle__10_lessthan_6_4_area_S2.png, circle,6,4,1.5,0.67,13824,13824,1,977,814,1.2
circle__10_lessthan_6_5_area_S1.png, circle,6,5,1.2,0.83,13824,13824,1,968,895,1.08
circle__10_lessthan_6_5_area_S2.png, circle,6,5,1.2,0.83,13824,13824,1,968,895,1.08
circle__10_equal_6_6_area_S1.png, circle,6,6,1,1,13824,13824,1,965,985,0.98
circle__10_equal_6_6_area_S2.png, circle,6,6,1,1,13824,13824,1,965,985,0.98
circle__10_greaterthan_6_7_area_S1.png, circle,6,7,0.86,1.17,13824,13824,1,995,1073,0.93
circle__10_greaterthan_6_7_area_S2.png, circle,6,7,0.86,1.17,13824,13824,1,995,1073,0.93
circle__10_greaterthan_6_8_area_S1.png, circle,6,8,0.75,1.33,13824,13824,1,977,1139,0.86
circle__10_greaterthan_6_8_area_S2.png, circle,6,8,0.75,1.33,13824,13824,1,977,1139,0.86
circle__10_greaterthan_6_9_area_S1.png, circle,6,9,0.67,1.5,13824,13824,1,978,1204,0.81
circle__10_greaterthan_6_9_area_S2.png, circle,6,9,0.67,1.5,13824,13824,1,978,1204,0.81
circle__10_lessthan_7_1_area_S1.png, circle,7,1,7,0.14,13824,13824,1,1066,416,2.56
circle__10_lessthan_7_1_area_S2.png, circle,7,1,7,0.14,13824,13824,1,1066,416,2.56
circle__10_lessthan_7_2_area_S1.png, circle,7,2,3.5,0.29,13824,13824,1,1076,582,1.85
circle__10_lessthan_7_2_area_S2.png, circle,7,2,3.5,0.29,13824,13824,1,1076,582,1.85
circle__10_lessthan_7_3_area_S1.png, circle,7,3,2.33,0.43,13824,13824,1,1056,687,1.54
circle__10_lessthan_7_3_area_S2.png, circle,7,3,2.33,0.43,13824,13824,1,1056,687,1.54
circle__10_lessthan_7_4_area_S1.png, circle,7,4,1.75,0.57,13824,13824,1,1037,779,1.33
circle__10_lessthan_7_4_area_S2.png, circle,7,4,1.75,0.57,13824,13824,1,1037,779,1.33
circle__10_lessthan_7_5_area_S1.png, circle,7,5,1.4,0.71,13824,13824,1,1067,880,1.21
circle__10_lessthan_7_5_area_S2.png, circle,7,5,1.4,0.71,13824,13824,1,1067,880,1.21
circle__10_lessthan_7_6_area_S1.png, circle,7,6,1.17,0.86,13824,13824,1,1075,984,1.09
circle__10_lessthan_7_6_area_S2.png, circle,7,6,1.17,0.86,13824,13824,1,1075,984,1.09
circle__10_equal_7_7_area_S1.png, circle,7,7,1,1,13824,13824,1,1075,1067,1.01
circle__10_equal_7_7_area_S2.png, circle,7,7,1,1,13824,13824,1,1075,1067,1.01
circle__10_greaterthan_7_8_area_S1.png, circle,7,8,0.88,1.14,13824,13824,1,1069,1133,0.94
circle__10_greaterthan_7_8_area_S2.png, circle,7,8,0.88,1.14,13824,13824,1,1069,1133,0.94
circle__10_greaterthan_7_9_area_S1.png, circle,7,9,0.78,1.29,13824,13824,1,1061,1194,0.89
circle__10_greaterthan_7_9_area_S2.png, circle,7,9,0.78,1.29,13824,13824,1,1061,1194,0.89
circle__10_lessthan_8_1_area_S1.png, circle,8,1,8,0.13,13824,13824,1,1144,416,2.75
circle__10_lessthan_8_1_area_S2.png, circle,8,1,8,0.13,13824,13824,1,1144,416,2.75
circle__10_lessthan_8_2_area_S1.png, circle,8,2,4,0.25,13824,13824,1,1126,558,2.02
circle__10_lessthan_8_2_area_S2.png, circle,8,2,4,0.25,13824,13824,1,1126,558,2.02
circle__10_lessthan_8_3_area_S1.png, circle,8,3,2.67,0.38,13824,13824,1,1143,700,1.63
circle__10_lessthan_8_3_area_S2.png, circle,8,3,2.67,0.38,13824,13824,1,1143,700,1.63
circle__10_lessthan_8_4_area_S1.png, circle,8,4,2,0.5,13824,13824,1,1138,790,1.44
circle__10_lessthan_8_4_area_S2.png, circle,8,4,2,0.5,13824,13824,1,1138,790,1.44
circle__10_lessthan_8_5_area_S1.png, circle,8,5,1.6,0.63,13824,13824,1,1131,899,1.26
circle__10_lessthan_8_5_area_S2.png, circle,8,5,1.6,0.63,13824,13824,1,1131,899,1.26
circle__10_lessthan_8_6_area_S1.png, circle,8,6,1.33,0.75,13824,13824,1,1122,978,1.15
circle__10_lessthan_8_6_area_S2.png, circle,8,6,1.33,0.75,13824,13824,1,1122,978,1.15
circle__10_lessthan_8_7_area_S1.png, circle,8,7,1.14,0.88,13824,13824,1,1134,1073,1.06
circle__10_lessthan_8_7_area_S2.png, circle,8,7,1.14,0.88,13824,13824,1,1134,1073,1.06
circle__10_equal_8_8_area_S1.png, circle,8,8,1,1,13824,13824,1,1155,1143,1.01
circle__10_equal_8_8_area_S2.png, circle,8,8,1,1,13824,13824,1,1155,1143,1.01
circle__10_greaterthan_8_9_area_S1.png, circle,8,9,0.89,1.13,13824,13824,1,1156,1195,0.97
circle__10_greaterthan_8_9_area_S2.png, circle,8,9,0.89,1.13,13824,13824,1,1156,1195,0.97
circle__10_lessthan_9_1_area_S1.png, circle,9,1,9,0.11,13824,13824,1,1203,416,2.89
circle__10_lessthan_9_1_area_S2.png, circle,9,1,9,0.11,13824,13824,1,1203,416,2.89
circle__10_lessthan_9_2_area_S1.png, circle,9,2,4.5,0.22,13824,13824,1,1214,578,2.1
circle__10_lessthan_9_2_area_S2.png, circle,9,2,4.5,0.22,13824,13824,1,1214,578,2.1
circle__10_lessthan_9_3_area_S1.png, circle,9,3,3,0.33,13824,13824,1,1202,713,1.69
circle__10_lessthan_9_3_area_S2.png, circle,9,3,3,0.33,13824,13824,1,1202,713,1.69
circle__10_lessthan_9_4_area_S1.png, circle,9,4,2.25,0.44,13824,13824,1,1206,785,1.54
circle__10_lessthan_9_4_area_S2.png, circle,9,4,2.25,0.44,13824,13824,1,1206,785,1.54
circle__10_lessthan_9_5_area_S1.png, circle,9,5,1.8,0.56,13824,13824,1,1213,889,1.36
circle__10_lessthan_9_5_area_S2.png, circle,9,5,1.8,0.56,13824,13824,1,1213,889,1.36
circle__10_lessthan_9_6_area_S1.png, circle,9,6,1.5,0.67,13824,13824,1,1171,974,1.2
circle__10_lessthan_9_6_area_S2.png, circle,9,6,1.5,0.67,13824,13824,1,1171,974,1.2
circle__10_lessthan_9_7_area_S1.png, circle,9,7,1.29,0.78,13824,13824,1,1223,1073,1.14
circle__10_lessthan_9_7_area_S2.png, circle,9,7,1.29,0.78,13824,13824,1,1223,1073,1.14
circle__10_lessthan_9_8_area_S1.png, circle,9,8,1.13,0.89,13824,13824,1,1173,1118,1.05
circle__10_lessthan_9_8_area_S2.png, circle,9,8,1.13,0.89,13824,13824,1,1173,1118,1.05
circle__10_equal_9_9_area_S1.png, circle,9,9,1,1,13824,13824,1,1197,1215,0.99
circle__10_equal_9_9_area_S2.png, circle,9,9,1,1,13824,13824,1,1197,1215,0.99
circle__1_equal_1_1_perimeter_S1.png, circle,1,1,1,1,63886,63886,1,896,896,1
circle__1_equal_1_1_area_S1.png, circle,1,1,1,1,13824,13824,1,416,416,1
circle__1_greaterthan_1_2_area_S1.png, circle,1,2,0.5,2,13824,13824,1,416,529,0.79
circle__1_greaterthan_1_2_area_S2.png, circle,1,2,0.5,2,13824,13824,1,416,529,0.79
circle__1_greaterthan_1_3_area_S1.png, circle,1,3,0.33,3,13824,13824,1,416,704,0.59
circle__1_greaterthan_1_3_area_S2.png, circle,1,3,0.33,3,13824,13824,1,416,704,0.59
circle__1_greaterthan_1_4_area_S1.png, circle,1,4,0.25,4,13824,13824,1,416,791,0.53
circle__1_greaterthan_1_4_area_S2.png, circle,1,4,0.25,4,13824,13824,1,416,791,0.53
circle__1_greaterthan_1_5_area_S1.png, circle,1,5,0.2,5,13824,13824,1,416,894,0.47
circle__1_greaterthan_1_5_area_S2.png, circle,1,5,0.2,5,13824,13824,1,416,894,0.47
circle__1_greaterthan_1_6_area_S1.png, circle,1,6,0.17,6,13824,13824,1,416,984,0.42
circle__1_greaterthan_1_6_area_S2.png, circle,1,6,0.17,6,13824,13824,1,416,984,0.42
circle__1_greaterthan_1_7_area_S1.png, circle,1,7,0.14,7,13824,13824,1,416,1044,0.4
circle__1_greaterthan_1_7_area_S2.png, circle,1,7,0.14,7,13824,13824,1,416,1044,0.4
circle__1_greaterthan_1_8_area_S1.png, circle,1,8,0.13,8,13824,13824,1,416,1113,0.37
circle__1_greaterthan_1_8_area_S2.png, circle,1,8,0.13,8,13824,13824,1,416,1113,0.37
circle__1_greaterthan_1_9_area_S1.png, circle,1,9,0.11,9,13824,13824,1,416,1204,0.35
circle__1_greaterthan_1_9_area_S2.png, circle,1,9,0.11,9,13824,13824,1,416,1204,0.35
circle__1_lessthan_2_1_area_S1.png, circle,2,1,2,0.5,13824,13824,1,585,416,1.41
circle__1_lessthan_2_1_area_S2.png, circle,2,1,2,0.5,13824,13824,1,585,416,1.41
circle__1_equal_2_2_area_S1.png, circle,2,2,1,1,13824,13824,1,582,585,0.99
circle__1_equal_2_2_area_S2.png, circle,2,2,1,1,13824,13824,1,582,585,0.99
circle__1_greaterthan_2_3_area_S1.png, circle,2,3,0.67,1.5,13824,13824,1,562,699,0.8
circle__1_greaterthan_2_3_area_S2.png, circle,2,3,0.67,1.5,13824,13824,1,562,699,0.8
circle__1_greaterthan_2_4_area_S1.png, circle,2,4,0.5,2,13824,13824,1,580,809,0.72
circle__1_greaterthan_2_4_area_S2.png, circle,2,4,0.5,2,13824,13824,1,580,809,0.72
circle__1_greaterthan_2_5_area_S1.png, circle,2,5,0.4,2.5,13824,13824,1,541,892,0.61
circle__1_greaterthan_2_5_area_S2.png, circle,2,5,0.4,2.5,13824,13824,1,541,892,0.61
circle__1_greaterthan_2_6_area_S1.png, circle,2,6,0.33,3,13824,13824,1,575,988,0.58
circle__1_greaterthan_2_6_area_S2.png, circle,2,6,0.33,3,13824,13824,1,575,988,0.58
circle__1_greaterthan_2_7_area_S1.png, circle,2,7,0.29,3.5,13824,13824,1,565,1062,0.53
circle__1_greaterthan_2_7_area_S2.png, circle,2,7,0.29,3.5,13824,13824,1,565,1062,0.53
circle__1_greaterthan_2_8_area_S1.png, circle,2,8,0.25,4,13824,13824,1,586,1127,0.52
circle__1_greaterthan_2_8_area_S2.png, circle,2,8,0.25,4,13824,13824,1,586,1127,0.52
circle__1_greaterthan_2_9_area_S1.png, circle,2,9,0.22,4.5,13824,13824,1,550,1196,0.46
circle__1_greaterthan_2_9_area_S2.png, circle,2,9,0.22,4.5,13824,13824,1,550,1196,0.46
circle__1_lessthan_3_1_area_S1.png, circle,3,1,3,0.33,13824,13824,1,709,416,1.7
circle__1_lessthan_3_1_area_S2.png, circle,3,1,3,0.33,13824,13824,1,709,416,1.7
circle__1_lessthan_3_2_area_S1.png, circle,3,2,1.5,0.67,13824,13824,1,698,538,1.3
circle__1_lessthan_3_2_area_S2.png, circle,3,2,1.5,0.67,13824,13824,1,698,538,1.3
circle__1_equal_3_3_area_S1.png, circle,3,3,1,1,13824,13824,1,701,685,1.02
circle__1_equal_3_3_area_S2.png, circle,3,3,1,1,13824,13824,1,701,685,1.02
circle__1_greaterthan_3_4_area_S1.png, circle,3,4,0.75,1.33,13824,13824,1,702,803,0.87
circle__1_greaterthan_3_4_area_S2.png, circle,3,4,0.75,1.33,13824,13824,1,702,803,0.87
circle__1_greaterthan_3_5_area_S1.png, circle,3,5,0.6,1.67,13824,13824,1,686,898,0.76
circle__1_greaterthan_3_5_area_S2.png, circle,3,5,0.6,1.67,13824,13824,1,686,898,0.76
circle__1_greaterthan_3_6_area_S1.png, circle,3,6,0.5,2,13824,13824,1,701,981,0.71
circle__1_greaterthan_3_6_area_S2.png, circle,3,6,0.5,2,13824,13824,1,701,981,0.71
circle__1_greaterthan_3_7_area_S1.png, circle,3,7,0.43,2.33,13824,13824,1,705,1046,0.67
circle__1_greaterthan_3_7_area_S2.png, circle,3,7,0.43,2.33,13824,13824,1,705,1046,0.67
circle__1_greaterthan_3_8_area_S1.png, circle,3,8,0.38,2.67,13824,13824,1,682,1140,0.6
circle__1_greaterthan_3_8_area_S2.png, circle,3,8,0.38,2.67,13824,13824,1,682,1140,0.6
circle__1_greaterthan_3_9_area_S1.png, circle,3,9,0.33,3,13824,13824,1,700,1206,0.58
circle__1_greaterthan_3_9_area_S2.png, circle,3,9,0.33,3,13824,13824,1,700,1206,0.58
circle__1_lessthan_4_1_area_S1.png, circle,4,1,4,0.25,13824,13824,1,796,416,1.91
circle__1_lessthan_4_1_area_S2.png, circle,4,1,4,0.25,13824,13824,1,796,416,1.91
circle__1_lessthan_4_2_area_S1.png, circle,4,2,2,0.5,13824,13824,1,797,528,1.51
circle__1_lessthan_4_2_area_S2.png, circle,4,2,2,0.5,13824,13824,1,797,528,1.51
circle__1_lessthan_4_3_area_S1.png, circle,4,3,1.33,0.75,13824,13824,1,790,699,1.13
circle__1_lessthan_4_3_area_S2.png, circle,4,3,1.33,0.75,13824,13824,1,790,699,1.13
circle__1_equal_4_4_area_S1.png, circle,4,4,1,1,13824,13824,1,791,815,0.97
circle__1_equal_4_4_area_S2.png, circle,4,4,1,1,13824,13824,1,791,815,0.97
circle__1_greaterthan_4_5_area_S1.png, circle,4,5,0.8,1.25,13824,13824,1,801,875,0.92
circle__1_greaterthan_4_5_area_S2.png, circle,4,5,0.8,1.25,13824,13824,1,801,875,0.92
circle__1_greaterthan_4_6_area_S1.png, circle,4,6,0.67,1.5,13824,13824,1,790,983,0.8
circle__1_greaterthan_4_6_area_S2.png, circle,4,6,0.67,1.5,13824,13824,1,790,983,0.8
circle__1_greaterthan_4_7_area_S1.png, circle,4,7,0.57,1.75,13824,13824,1,805,1068,0.75
circle__1_greaterthan_4_7_area_S2.png, circle,4,7,0.57,1.75,13824,13824,1,805,1068,0.75
circle__1_greaterthan_4_8_area_S1.png, circle,4,8,0.5,2,13824,13824,1,805,1130,0.71
circle__1_greaterthan_4_8_area_S2.png, circle,4,8,0.5,2,13824,13824,1,805,1130,0.71
