file,shape,n1,n2,ratio,1/ratio,area_n1,area_n2,area_ratio,per_n1,per_n2,per_ratio
circle__4_lessthan_7_3_area_S2.png, circle,7,3,2.33,0.43,13824,13824,1,1066,697,1.53
circle__4_lessthan_7_4_area_S1.png, circle,7,4,1.75,0.57,13824,13824,1,1090,805,1.35
circle__4_lessthan_7_4_area_S2.png, circle,7,4,1.75,0.57,13824,13824,1,1090,805,1.35
circle__4_lessthan_7_5_area_S1.png, circle,7,5,1.4,0.71,13824,13824,1,1070,910,1.18
circle__4_lessthan_7_5_area_S2.png, circle,7,5,1.4,0.71,13824,13824,1,1070,910,1.18
circle__4_lessthan_7_6_area_S1.png, circle,7,6,1.17,0.86,13824,13824,1,1062,974,1.09
circle__4_lessthan_7_6_area_S2.png, circle,7,6,1.17,0.86,13824,13824,1,1062,974,1.09
circle__4_equal_7_7_area_S1.png, circle,7,7,1,1,13824,13824,1,1073,1072,1
circle__4_equal_7_7_area_S2.png, circle,7,7,1,1,13824,13824,1,1073,1072,1
circle__4_greaterthan_7_8_area_S1.png, circle,7,8,0.88,1.14,13824,13824,1,1067,1113,0.96
circle__4_greaterthan_7_8_area_S2.png, circle,7,8,0.88,1.14,13824,13824,1,1067,1113,0.96
circle__4_greaterthan_7_9_area_S1.png, circle,7,9,0.78,1.29,13824,13824,1,1036,1203,0.86
circle__4_greaterthan_7_9_area_S2.png, circle,7,9,0.78,1.29,13824,13824,1,1036,1203,0.86
circle__4_lessthan_8_1_area_S1.png, circle,8,1,8,0.13,13824,13824,1,1147,416,2.76
circle__4_lessthan_8_1_area_S2.png, circle,8,1,8,0.13,13824,13824,1,1147,416,2.76
circle__4_lessthan_8_2_area_S1.png, circle,8,2,4,0.25,13824,13824,1,1095,574,1.91
circle__4_lessthan_8_2_area_S2.png, circle,8,2,4,0.25,13824,13824,1,1095,574,1.91
circle__4_lessthan_8_3_area_S1.png, circle,8,3,2.67,0.38,13824,13824,1,1122,710,1.58
circle__4_lessthan_8_3_area_S2.png, circle,8,3,2.67,0.38,13824,13824,1,1122,710,1.58
circle__4_lessthan_8_4_area_S1.png, circle,8,4,2,0.5,13824,13824,1,1139,808,1.41
circle__4_lessthan_8_4_area_S2.png, circle,8,4,2,0.5,13824,13824,1,1139,808,1.41
circle__4_lessthan_8_5_area_S1.png, circle,8,5,1.6,0.63,13824,13824,1,1152,887,1.3
circle__4_lessthan_8_5_area_S2.png, circle,8,5,1.6,0.63,13824,13824,1,1152,887,1.3
circle__4_lessthan_8_6_area_S1.png, circle,8,6,1.33,0.75,13824,13824,1,1105,1001,1.1
circle__4_lessthan_8_6_area_S2.png, circle,8,6,1.33,0.75,13824,13824,1,1105,1001,1.1
circle__4_lessthan_8_7_area_S1.png, circle,8,7,1.14,0.88,13824,13824,1,1131,1046,1.08
circle__4_lessthan_8_7_area_S2.png, circle,8,7,1.14,0.88,13824,13824,1,1131,1046,1.08
circle__4_equal_8_8_area_S1.png, circle,8,8,1,1,13824,13824,1,1136,1121,1.01
circle__4_equal_8_8_area_S2.png, circle,8,8,1,1,13824,13824,1,1136,1121,1.01
circle__4_greaterthan_8_9_area_S1.png, circle,8,9,0.89,1.13,13824,13824,1,1129,1188,0.95
circle__4_greaterthan_8_9_area_S2.png, circle,8,9,0.89,1.13,13824,13824,1,1129,1188,0.95
circle__4_lessthan_9_1_area_S1.png, circle,9,1,9,0.11,13824,13824,1,1185,416,2.85
circle__4_lessthan_9_1_area_S2.png, circle,9,1,9,0.11,13824,13824,1,1185,416,2.85
circle__4_lessthan_9_2_area_S1.png, circle,9,2,4.5,0.22,13824,13824,1,1172,567,2.07
circle__4_lessthan_9_2_area_S2.png, circle,9,2,4.5,0.22,13824,13824,1,1172,567,2.07
circle__4_lessthan_9_3_area_S1.png, circle,9,3,3,0.33,13824,13824,1,1208,697,1.73
circle__4_lessthan_9_3_area_S2.png, circle,9,3,3,0.33,13824,13824,1,1208,697,1.73
circle__4_lessthan_9_4_area_S1.png, circle,9,4,2.25,0.44,13824,13824,1,1207,769,1.57
circle__4_lessthan_9_4_area_S2.png, circle,9,4,2.25,0.44,13824,13824,1,1207,769,1.57
circle__4_lessthan_9_5_area_S1.png, circle,9,5,1.8,0.56,13824,13824,1,1192,899,1.33
circle__4_lessthan_9_5_area_S2.png, circle,9,5,1.8,0.56,13824,13824,1,1192,899,1.33
circle__4_lessthan_9_6_area_S1.png, circle,9,6,1.5,0.67,13824,13824,1,1187,975,1.22
circle__4_lessthan_9_6_area_S2.png, circle,9,6,1.5,0.67,13824,13824,1,1187,975,1.22
circle__4_lessthan_9_7_area_S1.png, circle,9,7,1.29,0.78,13824,13824,1,1198,1061,1.13
circle__4_lessthan_9_7_area_S2.png, circle,9,7,1.29,0.78,13824,13824,1,1198,1061,1.13
circle__4_lessthan_9_8_area_S1.png, circle,9,8,1.13,0.89,13824,13824,1,1210,1128,1.07
circle__4_lessthan_9_8_area_S2.png, circle,9,8,1.13,0.89,13824,13824,1,1210,1128,1.07
circle__4_equal_9_9_area_S1.png, circle,9,9,1,1,13824,13824,1,1173,1199,0.98
circle__4_equal_9_9_area_S2.png, circle,9,9,1,1,13824,13824,1,1173,1199,0.98
circle__5_equal_1_1_area_S1.png, circle,1,1,1,1,13824,13824,1,416,416,1
circle__5_greaterthan_1_2_area_S1.png, circle,1,2,0.5,2,13824,13824,1,416,583,0.71
circle__5_greaterthan_1_2_area_S2.png, circle,1,2,0.5,2,13824,13824,1,416,583,0.71
circle__5_greaterthan_1_3_area_S1.png, circle,1,3,0.33,3,13824,13824,1,416,710,0.59
circle__5_greaterthan_1_3_area_S2.png, circle,1,3,0.33,3,13824,13824,1,416,710,0.59
circle__5_greaterthan_1_4_area_S1.png, circle,1,4,0.25,4,13824,13824,1,416,786,0.53
circle__5_greaterthan_1_4_area_S2.png, circle,1,4,0.25,4,13824,13824,1,416,786,0.53
circle__5_greaterthan_1_5_area_S1.png, circle,1,5,0.2,5,13824,13824,1,416,870,0.48
circle__5_greaterthan_1_5_area_S2.png, circle,1,5,0.2,5,13824,13824,1,416,870,0.48
circle__5_greaterthan_1_6_area_S1.png, circle,1,6,0.17,6,13824,13824,1,416,982,0.42
circle__5_greaterthan_1_6_area_S2.png, circle,1,6,0.17,6,13824,13824,1,416,982,0.42
circle__5_greaterthan_1_7_area_S1.png, circle,1,7,0.14,7,13824,13824,1,416,1066,0.39
circle__5_greaterthan_1_7_area_S2.png, circle,1,7,0.14,7,13824,13824,1,416,1066,0.39
circle__5_greaterthan_1_8_area_S1.png, circle,1,8,0.13,8,13824,13824,1,416,1108,0.38
circle__5_greaterthan_1_8_area_S2.png, circle,1,8,0.13,8,13824,13824,1,416,1108,0.38
circle__5_greaterthan_1_9_area_S1.png, circle,1,9,0.11,9,13824,13824,1,416,1190,0.35
circle__5_greaterthan_1_9_area_S2.png, circle,1,9,0.11,9,13824,13824,1,416,1190,0.35
circle__5_lessthan_2_1_area_S1.png, circle,2,1,2,0.5,13824,13824,1,576,416,1.38
circle__5_lessthan_2_1_area_S2.png, circle,2,1,2,0.5,13824,13824,1,576,416,1.38
circle__5_equal_2_2_area_S1.png, circle,2,2,1,1,13824,13824,1,582,566,1.03
circle__5_equal_2_2_area_S2.png, circle,2,2,1,1,13824,13824,1,582,566,1.03
circle__5_greaterthan_2_3_area_S1.png, circle,2,3,0.67,1.5,13824,13824,1,555,711,0.78
circle__5_greaterthan_2_3_area_S2.png, circle,2,3,0.67,1.5,13824,13824,1,555,711,0.78
circle__5_greaterthan_2_4_area_S1.png, circle,2,4,0.5,2,13824,13824,1,558,772,0.72
circle__5_greaterthan_2_4_area_S2.png, circle,2,4,0.5,2,13824,13824,1,558,772,0.72
circle__5_greaterthan_2_5_area_S1.png, circle,2,5,0.4,2.5,13824,13824,1,586,901,0.65
circle__5_greaterthan_2_5_area_S2.png, circle,2,5,0.4,2.5,13824,13824,1,586,901,0.65
circle__5_greaterthan_2_6_area_S1.png, circle,2,6,0.33,3,13824,13824,1,571,989,0.58
circle__5_greaterthan_2_6_area_S2.png, circle,2,6,0.33,3,13824,13824,1,571,989,0.58
circle__5_greaterthan_2_7_area_S1.png, circle,2,7,0.29,3.5,13824,13824,1,582,1078,0.54
circle__5_greaterthan_2_7_area_S2.png, circle,2,7,0.29,3.5,13824,13824,1,582,1078,0.54
circle__5_greaterthan_2_8_area_S1.png, circle,2,8,0.25,4,13824,13824,1,562,1139,0.49
circle__5_greaterthan_2_8_area_S2.png, circle,2,8,0.25,4,13824,13824,1,562,1139,0.49
circle__5_greaterthan_2_9_area_S1.png, circle,2,9,0.22,4.5,13824,13824,1,581,1208,0.48
circle__5_greaterthan_2_9_area_S2.png, circle,2,9,0.22,4.5,13824,13824,1,581,1208,0.48
circle__5_lessthan_3_1_area_S1.png, circle,3,1,3,0.33,13824,13824,1,700,416,1.68
circle__5_lessthan_3_1_area_S2.png, circle,3,1,3,0.33,13824,13824,1,700,416,1.68
circle__5_lessthan_3_2_area_S1.png, circle,3,2,1.5,0.67,13824,13824,1,694,527,1.32
circle__5_lessthan_3_2_area_S2.png, circle,3,2,1.5,0.67,13824,13824,1,694,527,1.32
circle__5_equal_3_3_area_S1.png, circle,3,3,1,1,13824,13824,1,688,706,0.97
circle__5_equal_3_3_area_S2.png, circle,3,3,1,1,13824,13824,1,688,706,0.97
circle__5_greaterthan_3_4_area_S1.png, circle,3,4,0.75,1.33,13824,13824,1,697,804,0.87
circle__5_greaterthan_3_4_area_S2.png, circle,3,4,0.75,1.33,13824,13824,1,697,804,0.87
circle__5_greaterthan_3_5_area_S1.png, circle,3,5,0.6,1.67,13824,13824,1,703,893,0.79
circle__5_greaterthan_3_5_area_S2.png, circle,3,5,0.6,1.67,13824,13824,1,703,893,0.79
circle__5_greaterthan_3_6_area_S1.png, circle,3,6,0.5,2,13824,13824,1,692,989,0.7
circle__5_greaterthan_3_6_area_S2.png, circle,3,6,0.5,2,13824,13824,1,692,989,0.7
circle__5_greaterthan_3_7_area_S1.png, circle,3,7,0.43,2.33,13824,13824,1,693,1051,0.66
circle__5_greaterthan_3_7_area_S2.png, circle,3,7,0.43,2.33,13824,13824,1,693,1051,0.66
circle__5_greaterthan_3_8_area_S1.png, circle,3,8,0.38,2.67,13824,13824,1,706,1107,0.64
circle__5_greaterthan_3_8_area_S2.png, circle,3,8,0.38,2.67,13824,13824,1,706,1107,0.64
circle__5_greaterthan_3_9_area_S1.png, circle,3,9,0.33,3,13824,13824,1,707,1190,0.59
circle__5_greaterthan_3_9_area_S2.png, circle,3,9,0.33,3,13824,13824,1,707,1190,0.59
circle__5_lessthan_4_1_area_S1.png, circle,4,1,4,0.25,13824,13824,1,827,416,1.99
circle__5_lessthan_4_1_area_S2.png, circle,4,1,4,0.25,13824,13824,1,827,416,1.99
circle__5_lessthan_4_2_area_S1.png, circle,4,2,2,0.5,13824,13824,1,803,575,1.4
circle__5_lessthan_4_2_area_S2.png, circle,4,2,2,0.5,13824,13824,1,803,575,1.4
circle__5_lessthan_4_3_area_S1.png, circle,4,3,1.33,0.75,13824,13824,1,793,695,1.14
circle__5_lessthan_4_3_area_S2.png, circle,4,3,1.33,0.75,13824,13824,1,793,695,1.14
circle__5_equal_4_4_area_S1.png, circle,4,4,1,1,13824,13824,1,796,794,1
circle__5_equal_4_4_area_S2.png, circle,4,4,1,1,13824,13824,1,796,794,1
circle__5_greaterthan_4_5_area_S1.png, circle,4,5,0.8,1.25,13824,13824,1,806,873,0.92
circle__5_greaterthan_4_5_area_S2.png, circle,4,5,0.8,1.25,13824,13824,1,806,873,0.92
circle__5_greaterthan_4_6_area_S1.png, circle,4,6,0.67,1.5,13824,13824,1,814,983,0.83
circle__5_greaterthan_4_6_area_S2.png, circle,4,6,0.67,1.5,13824,13824,1,814,983,0.83
circle__5_greaterthan_4_7_area_S1.png, circle,4,7,0.57,1.75,13824,13824,1,815,1042,0.78
circle__5_greaterthan_4_7_area_S2.png, circle,4,7,0.57,1.75,13824,13824,1,815,1042,0.78
circle__5_greaterthan_4_8_area_S1.png, circle,4,8,0.5,2,13824,13824,1,784,1125,0.7
circle__5_greaterthan_4_8_area_S2.png, circle,4,8,0.5,2,13824,13824,1,784,1125,0.7
circle__5_greaterthan_4_9_area_S1.png, circle,4,9,0.44,2.25,13824,13824,1,785,1194,0.66
circle__5_greaterthan_4_9_area_S2.png, circle,4,9,0.44,2.25,13824,13824,1,785,1194,0.66
circle__5_lessthan_5_1_area_S1.png, circle,5,1,5,0.2,13824,13824,1,899,416,2.16
circle__5_lessthan_5_1_area_S2.png, circle,5,1,5,0.2,13824,13824,1,899,416,2.16
circle__5_lessthan_5_2_area_S1.png, circle,5,2,2.5,0.4,13824,13824,1,889,537,1.66
circle__5_lessthan_5_2_area_S2.png, circle,5,2,2.5,0.4,13824,13824,1,889,537,1.66
circle__5_lessthan_5_3_area_S1.png, circle,5,3,1.67,0.6,13824,13824,1,904,694,1.3
circle__5_lessthan_5_3_area_S2.png, circle,5,3,1.67,0.6,13824,13824,1,904,694,1.3
circle__5_lessthan_5_4_area_S1.png, circle,5,4,1.25,0.8,13824,13824,1,897,767,1.17
circle__5_lessthan_5_4_area_S2.png, circle,5,4,1.25,0.8,13824,13824,1,897,767,1.17
circle__5_equal_5_5_area_S1.png, circle,5,5,1,1,13824,13824,1,903,906,1
circle__5_equal_5_5_area_S2.png, circle,5,5,1,1,13824,13824,1,903,906,1
circle__5_greaterthan_5_6_area_S1.png, circle,5,6,0.83,1.2,13824,13824,1,895,1004,0.89
circle__5_greaterthan_5_6_area_S2.png, circle,5,6,0.83,1.2,13824,13824,1,895,1004,0.89
circle__5_greaterthan_5_7_area_S1.png, circle,5,7,0.71,1.4,13824,13824,1,915,1033,0.89
circle__5_greaterthan_5_7_area_S2.png, circle,5,7,0.71,1.4,13824,13824,1,915,1033,0.89
circle__5_greaterthan_5_8_area_S1.png, circle,5,8,0.63,1.6,13824,13824,1,885,1149,0.77
circle__5_greaterthan_5_8_area_S2.png, circle,5,8,0.63,1.6,13824,13824,1,885,1149,0.77
circle__5_greaterthan_5_9_area_S1.png, circle,5,9,0.56,1.8,13824,13824,1,893,1201,0.74
circle__5_greaterthan_5_9_area_S2.png, circle,5,9,0.56,1.8,13824,13824,1,893,1201,0.74
circle__5_lessthan_6_1_area_S1.png, circle,6,1,6,0.17,13824,13824,1,965,416,2.32
circle__5_lessthan_6_1_area_S2.png, circle,6,1,6,0.17,13824,13824,1,965,416,2.32
circle__5_lessthan_6_2_area_S1.png, circle,6,2,3,0.33,13824,13824,1,970,564,1.72
circle__5_lessthan_6_2_area_S2.png, circle,6,2,3,0.33,13824,13824,1,970,564,1.72
circle__5_lessthan_6_3_area_S1.png, circle,6,3,2,0.5,13824,13824,1,960,682,1.41
circle__5_lessthan_6_3_area_S2.png, circle,6,3,2,0.5,13824,13824,1,960,682,1.41
circle__5_lessthan_6_4_area_S1.png, circle,6,4,1.5,0.67,13824,13824,1,985,798,1.23
circle__5_lessthan_6_4_area_S2.png, circle,6,4,1.5,0.67,13824,13824,1,985,798,1.23
circle__5_lessthan_6_5_area_S1.png, circle,6,5,1.2,0.83,13824,13824,1,979,917,1.07
circle__5_lessthan_6_5_area_S2.png, circle,6,5,1.2,0.83,13824,13824,1,979,917,1.07
circle__5_equal_6_6_area_S1.png, circle,6,6,1,1,13824,13824,1,963,982,0.98
circle__5_equal_6_6_area_S2.png, circle,6,6,1,1,13824,13824,1,963,982,0.98
circle__5_greaterthan_6_7_area_S1.png, circle,6,7,0.86,1.17,13824,13824,1,975,1066,0.91
circle__5_greaterthan_6_7_area_S2.png, circle,6,7,0.86,1.17,13824,13824,1,975,1066,0.91
circle__5_greaterthan_6_8_area_S1.png, circle,6,8,0.75,1.33,13824,13824,1,985,1130,0.87
circle__5_greaterthan_6_8_area_S2.png, circle,6,8,0.75,1.33,13824,13824,1,985,1130,0.87
circle__5_greaterthan_6_9_area_S1.png, circle,6,9,0.67,1.5,13824,13824,1,964,1184,0.81
circle__5_greaterthan_6_9_area_S2.png, circle,6,9,0.67,1.5,13824,13824,1,964,1184,0.81
circle__5_lessthan_7_1_area_S1.png, circle,7,1,7,0.14,13824,13824,1,1048,416,2.52
circle__5_lessthan_7_1_area_S2.png, circle,7,1,7,0.14,13824,13824,1,1048,416,2.52
circle__5_lessthan_7_2_area_S1.png, circle,7,2,3.5,0.29,13824,13824,1,1050,535,1.96
circle__5_lessthan_7_2_area_S2.png, circle,7,2,3.5,0.29,13824,13824,1,1050,535,1.96
circle__5_lessthan_7_3_area_S1.png, circle,7,3,2.33,0.43,13824,13824,1,1063,703,1.51
circle__5_lessthan_7_3_area_S2.png, circle,7,3,2.33,0.43,13824,13824,1,1063,703,1.51
circle__5_lessthan_7_4_area_S1.png, circle,7,4,1.75,0.57,13824,13824,1,1070,796,1.34
circle__5_lessthan_7_4_area_S2.png, circle,7,4,1.75,0.57,13824,13824,1,1070,796,1.34
circle__5_lessthan_7_5_area_S1.png, circle,7,5,1.4,0.71,13824,13824,1,1077,896,1.2
circle__5_lessthan_7_5_area_S2.png, circle,7,5,1.4,0.71,13824,13824,1,1077,896,1.2
circle__5_lessthan_7_6_area_S1.png, circle,7,6,1.17,0.86,13824,13824,1,1051,978,1.07
circle__5_lessthan_7_6_area_S2.png, circle,7,6,1.17,0.86,13824,13824,1,1051,978,1.07
circle__5_equal_7_7_area_S1.png, circle,7,7,1,1,13824,13824,1,1051,1072,0.98
circle__5_equal_7_7_area_S2.png, circle,7,7,1,1,13824,13824,1,1051,1072,0.98
circle__5_greaterthan_7_8_area_S1.png, circle,7,8,0.88,1.14,13824,13824,1,1054,1121,0.94
circle__5_greaterthan_7_8_area_S2.png, circle,7,8,0.88,1.14,13824,13824,1,1054,1121,0.94
circle__5_greaterthan_7_9_area_S1.png, circle,7,9,0.78,1.29,13824,13824,1,1063,1199,0.89
circle__5_greaterthan_7_9_area_S2.png, circle,7,9,0.78,1.29,13824,13824,1,1063,1199,0.89
circle__5_lessthan_8_1_area_S1.png, circle,8,1,8,0.13,13824,13824,1,1150,416,2.76
circle__5_lessthan_8_1_area_S2.png, circle,8,1,8,0.13,13824,13824,1,1150,416,2.76
circle__5_lessthan_8_2_area_S1.png, circle,8,2,4,0.25,13824,13824,1,1132,579,1.96
circle__5_lessthan_8_2_area_S2.png, circle,8,2,4,0.25,13824,13824,1,1132,579,1.96
circle__5_lessthan_8_3_area_S1.png, circle,8,3,2.67,0.38,13824,13824,1,1137,684,1.66
circle__5_lessthan_8_3_area_S2.png, circle,8,3,2.67,0.38,13824,13824,1,1137,684,1.66
circle__5_lessthan_8_4_area_S1.png, circle,8,4,2,0.5,13824,13824,1,1141,811,1.41
circle__5_lessthan_8_4_area_S2.png, circle,8,4,2,0.5,13824,13824,1,1141,811,1.41
circle__5_lessthan_8_5_area_S1.png, circle,8,5,1.6,0.63,13824,13824,1,1133,902,1.26
circle__5_lessthan_8_5_area_S2.png, circle,8,5,1.6,0.63,13824,13824,1,1133,902,1.26
circle__5_lessthan_8_6_area_S1.png, circle,8,6,1.33,0.75,13824,13824,1,1136,992,1.15
circle__5_lessthan_8_6_area_S2.png, circle,8,6,1.33,0.75,13824,13824,1,1136,992,1.15
circle__5_lessthan_8_7_area_S1.png, circle,8,7,1.14,0.88,13824,13824,1,1132,1065,1.06
circle__5_lessthan_8_7_area_S2.png, circle,8,7,1.14,0.88,13824,13824,1,1132,1065,1.06
circle__5_equal_8_8_area_S1.png, circle,8,8,1,1,13824,13824,1,1133,1145,0.99
circle__5_equal_8_8_area_S2.png, circle,8,8,1,1,13824,13824,1,1133,1145,0.99
circle__5_greaterthan_8_9_area_S1.png, circle,8,9,0.89,1.13,13824,13824,1,1136,1189,0.96
circle__5_greaterthan_8_9_area_S2.png, circle,8,9,0.89,1.13,13824,13824,1,1136,1189,0.96
circle__5_lessthan_9_1_area_S1.png, circle,9,1,9,0.11,13824,13824,1,1187,416,2.85
circle__5_lessthan_9_1_area_S2.png, circle,9,1,9,0.11,13824,13824,1,1187,416,2.85
circle__5_lessthan_9_2_area_S1.png, circle,9,2,4.5,0.22,13824,13824,1,1223,585,2.09
circle__5_lessthan_9_2_area_S2.png, circle,9,2,4.5,0.22,13824,13824,1,1223,585,2.09
circle__5_lessthan_9_3_area_S1.png, circle,9,3,3,0.33,13824,13824,1,1187,695,1.71
circle__5_lessthan_9_3_area_S2.png, circle,9,3,3,0.33,13824,13824,1,1187,695,1.71
circle__5_lessthan_9_4_area_S1.png, circle,9,4,2.25,0.44,13824,13824,1,1182,796,1.48
circle__5_lessthan_9_4_area_S2.png, circle,9,4,2.25,0.44,13824,13824,1,1182,796,1.48
circle__5_lessthan_9_5_area_S1.png, circle,9,5,1.8,0.56,13824,13824,1,1198,882,1.36
circle__5_lessthan_9_5_area_S2.png, circle,9,5,1.8,0.56,13824,13824,1,1198,882,1.36
circle__5_lessthan_9_6_area_S1.png, circle,9,6,1.5,0.67,13824,13824,1,1219,956,1.28
circle__5_lessthan_9_6_area_S2.png, circle,9,6,1.5,0.67,13824,13824,1,1219,956,1.28
circle__5_lessthan_9_7_area_S1.png, circle,9,7,1.29,0.78,13824,13824,1,1163,1047,1.11
circle__5_lessthan_9_7_area_S2.png, circle,9,7,1.29,0.78,13824,13824,1,1163,1047,1.11
circle__5_lessthan_9_8_area_S1.png, circle,9,8,1.13,0.89,13824,13824,1,1202,1137,1.06
circle__5_lessthan_9_8_area_S2.png, circle,9,8,1.13,0.89,13824,13824,1,1202,1137,1.06
circle__5_equal_9_9_area_S1.png, circle,9,9,1,1,13824,13824,1,1206,1210,1
circle__5_equal_9_9_area_S2.png, circle,9,9,1,1,13824,13824,1,1206,1210,1
circle__6_equal_1_1_area_S1.png, circle,1,1,1,1,13824,13824,1,416,416,1
circle__6_greaterthan_1_2_area_S1.png, circle,1,2,0.5,2,13824,13824,1,416,531,0.78
circle__6_greaterthan_1_2_area_S2.png, circle,1,2,0.5,2,13824,13824,1,416,531,0.78
circle__6_greaterthan_1_3_area_S1.png, circle,1,3,0.33,3,13824,13824,1,416,695,0.6
circle__6_greaterthan_1_3_area_S2.png, circle,1,3,0.33,3,13824,13824,1,416,695,0.6
circle__6_greaterthan_1_4_area_S1.png, circle,1,4,0.25,4,13824,13824,1,416,797,0.52
circle__6_greaterthan_1_4_area_S2.png, circle,1,4,0.25,4,13824,13824,1,416,797,0.52
circle__6_greaterthan_1_5_area_S1.png, circle,1,5,0.2,5,13824,13824,1,416,920,0.45
circle__6_greaterthan_1_5_area_S2.png, circle,1,5,0.2,5,13824,13824,1,416,920,0.45
circle__6_greaterthan_1_6_area_S1.png, circle,1,6,0.17,6,13824,13824,1,416,991,0.42
circle__6_greaterthan_1_6_area_S2.png, circle,1,6,0.17,6,13824,13824,1,416,991,0.42
circle__6_greaterthan_1_7_area_S1.png, circle,1,7,0.14,7,13824,13824,1,416,1048,0.4
circle__6_greaterthan_1_7_area_S2.png, circle,1,7,0.14,7,13824,13824,1,416,1048,0.4
circle__6_greaterthan_1_8_area_S1.png, circle,1,8,0.13,8,13824,13824,1,416,1143,0.36
circle__6_greaterthan_1_8_area_S2.png, circle,1,8,0.13,8,13824,13824,1,416,1143,0.36
circle__6_greaterthan_1_9_area_S1.png, circle,1,9,0.11,9,13824,13824,1,416,1223,0.34
circle__6_greaterthan_1_9_area_S2.png, circle,1,9,0.11,9,13824,13824,1,416,1223,0.34
circle__6_lessthan_2_1_area_S1.png, circle,2,1,2,0.5,13824,13824,1,564,416,1.36
circle__6_lessthan_2_1_area_S2.png, circle,2,1,2,0.5,13824,13824,1,564,416,1.36
circle__6_equal_2_2_area_S1.png, circle,2,2,1,1,13824,13824,1,580,537,1.08
circle__6_equal_2_2_area_S2.png, circle,2,2,1,1,13824,13824,1,580,537,1.08
circle__6_greaterthan_2_3_area_S1.png, circle,2,3,0.67,1.5,13824,13824,1,551,708,0.78
circle__6_greaterthan_2_3_area_S2.png, circle,2,3,0.67,1.5,13824,13824,1,551,708,0.78
circle__6_greaterthan_2_4_area_S1.png, circle,2,4,0.5,2,13824,13824,1,556,820,0.68
circle__6_greaterthan_2_4_area_S2.png, circle,2,4,0.5,2,13824,13824,1,556,820,0.68
circle__6_greaterthan_2_5_area_S1.png, circle,2,5,0.4,2.5,13824,13824,1,574,915,0.63
circle__6_greaterthan_2_5_area_S2.png, circle,2,5,0.4,2.5,13824,13824,1,574,915,0.63
circle__6_greaterthan_2_6_area_S1.png, circle,2,6,0.33,3,13824,13824,1,560,989,0.57
circle__6_greaterthan_2_6_area_S2.png, circle,2,6,0.33,3,13824,13824,1,560,989,0.57
circle__6_greaterthan_2_7_area_S1.png, circle,2,7,0.29,3.5,13824,13824,1,580,1059,0.55
circle__6_greaterthan_2_7_area_S2.png, circle,2,7,0.29,3.5,13824,13824,1,580,1059,0.55
circle__6_greaterthan_2_8_area_S1.png, circle,2,8,0.25,4,13824,13824,1,551,1120,0.49
circle__6_greaterthan_2_8_area_S2.png, circle,2,8,0.25,4,13824,13824,1,551,1120,0.49
circle__6_greaterthan_2_9_area_S1.png, circle,2,9,0.22,4.5,13824,13824,1,566,1219,0.46
circle__6_greaterthan_2_9_area_S2.png, circle,2,9,0.22,4.5,13824,13824,1,566,1219,0.46
circle__6_lessthan_3_1_area_S1.png, circle,3,1,3,0.33,13824,13824,1,699,416,1.68
circle__6_lessthan_3_1_area_S2.png, circle,3,1,3,0.33,13824,13824,1,699,416,1.68
circle__6_lessthan_3_2_area_S1.png, circle,3,2,1.5,0.67,13824,13824,1,708,548,1.29
circle__6_lessthan_3_2_area_S2.png, circle,3,2,1.5,0.67,13824,13824,1,708,548,1.29
circle__6_equal_3_3_area_S1.png, circle,3,3,1,1,13824,13824,1,706,701,1.01
circle__6_equal_3_3_area_S2.png, circle,3,3,1,1,13824,13824,1,706,701,1.01
circle__6_greaterthan_3_4_area_S1.png, circle,3,4,0.75,1.33,13824,13824,1,698,798,0.87
circle__6_greaterthan_3_4_area_S2.png, circle,3,4,0.75,1.33,13824,13824,1,698,798,0.87
circle__6_greaterthan_3_5_area_S1.png, circle,3,5,0.6,1.67,13824,13824,1,693,917,0.76
circle__6_greaterthan_3_5_area_S2.png, circle,3,5,0.6,1.67,13824,13824,1,693,917,0.76
circle__6_greaterthan_3_6_area_S1.png, circle,3,6,0.5,2,13824,13824,1,698,963,0.72
circle__6_greaterthan_3_6_area_S2.png, circle,3,6,0.5,2,13824,13824,1,698,963,0.72
circle__6_greaterthan_3_7_area_S1.png, circle,3,7,0.43,2.33,13824,13824,1,678,1062,0.64
circle__6_greaterthan_3_7_area_S2.png, circle,3,7,0.43,2.33,13824,13824,1,678,1062,0.64
circle__6_greaterthan_3_8_area_S1.png, circle,3,8,0.38,2.67,13824,13824,1,682,1123,0.61
circle__6_greaterthan_3_8_area_S2.png, circle,3,8,0.38,2.67,13824,13824,1,682,1123,0.61
circle__6_greaterthan_3_9_area_S1.png, circle,3,9,0.33,3,13824,13824,1,702,1226,0.57
circle__6_greaterthan_3_9_area_S2.png, circle,3,9,0.33,3,13824,13824,1,702,1226,0.57
circle__6_lessthan_4_1_area_S1.png, circle,4,1,4,0.25,13824,13824,1,799,416,1.92
circle__6_lessthan_4_1_area_S2.png, circle,4,1,4,0.25,13824,13824,1,799,416,1.92
circle__6_lessthan_4_2_area_S1.png, circle,4,2,2,0.5,13824,13824,1,809,583,1.39
circle__6_lessthan_4_2_area_S2.png, circle,4,2,2,0.5,13824,13824,1,809,583,1.39
circle__6_lessthan_4_3_area_S1.png, circle,4,3,1.33,0.75,13824,13824,1,798,700,1.14
circle__6_lessthan_4_3_area_S2.png, circle,4,3,1.33,0.75,13824,13824,1,798,700,1.14
